Occupation ID,Occupation,Sex ID,Sex,Age Range ID,Age Range,Quarter ID,Quarter,Number of Records
1712,Coordinadores y Jefes de Área de Restaurantes y Hoteles,2,Mujer,2,25 to 34 years,20203,2020-Q3,5
1712,Coordinadores y Jefes de Área de Restaurantes y Hoteles,2,Mujer,2,25 to 34 years,20204,2020-Q4,5
1712,Coordinadores y Jefes de Área de Restaurantes y Hoteles,2,Mujer,3,35 to 44 years,20191,2019-Q1,7
1712,Coordinadores y Jefes de Área de Restaurantes y Hoteles,2,Mujer,3,35 to 44 years,20192,2019-Q2,3
1712,Coordinadores y Jefes de Área de Restaurantes y Hoteles,2,Mujer,3,35 to 44 years,20193,2019-Q3,11
1712,Coordinadores y Jefes de Área de Restaurantes y Hoteles,2,Mujer,3,35 to 44 years,20194,2019-Q4,5
1712,Coordinadores y Jefes de Área de Restaurantes y Hoteles,2,Mujer,3,35 to 44 years,20201,2020-Q1,6
1712,Coordinadores y Jefes de Área de Restaurantes y Hoteles,2,Mujer,3,35 to 44 years,20203,2020-Q3,3
1712,Coordinadores y Jefes de Área de Restaurantes y Hoteles,2,Mujer,3,35 to 44 years,20204,2020-Q4,5
1712,Coordinadores y Jefes de Área de Restaurantes y Hoteles,2,Mujer,4,45 to 54 years,20191,2019-Q1,11
1712,Coordinadores y Jefes de Área de Restaurantes y Hoteles,2,Mujer,4,45 to 54 years,20192,2019-Q2,5
1712,Coordinadores y Jefes de Área de Restaurantes y Hoteles,2,Mujer,4,45 to 54 years,20193,2019-Q3,6
1712,Coordinadores y Jefes de Área de Restaurantes y Hoteles,2,Mujer,4,45 to 54 years,20194,2019-Q4,3
1712,Coordinadores y Jefes de Área de Restaurantes y Hoteles,2,Mujer,4,45 to 54 years,20201,2020-Q1,8
1712,Coordinadores y Jefes de Área de Restaurantes y Hoteles,2,Mujer,4,45 to 54 years,20203,2020-Q3,3
1712,Coordinadores y Jefes de Área de Restaurantes y Hoteles,2,Mujer,4,45 to 54 years,20204,2020-Q4,3
1721,"Coordinadores y Jefes de Área en Actividades Artísticas, de Cine, Teatro y Afines",1,Hombre,1,15 to 24 years,20191,2019-Q1,3
1721,"Coordinadores y Jefes de Área en Actividades Artísticas, de Cine, Teatro y Afines",1,Hombre,1,15 to 24 years,20192,2019-Q2,1
1721,"Coordinadores y Jefes de Área en Actividades Artísticas, de Cine, Teatro y Afines",1,Hombre,1,15 to 24 years,20193,2019-Q3,2
1721,"Coordinadores y Jefes de Área en Actividades Artísticas, de Cine, Teatro y Afines",1,Hombre,2,25 to 34 years,20191,2019-Q1,1
1721,"Coordinadores y Jefes de Área en Actividades Artísticas, de Cine, Teatro y Afines",1,Hombre,2,25 to 34 years,20192,2019-Q2,3
1721,"Coordinadores y Jefes de Área en Actividades Artísticas, de Cine, Teatro y Afines",1,Hombre,2,25 to 34 years,20193,2019-Q3,3
1721,"Coordinadores y Jefes de Área en Actividades Artísticas, de Cine, Teatro y Afines",1,Hombre,2,25 to 34 years,20194,2019-Q4,2
1721,"Coordinadores y Jefes de Área en Actividades Artísticas, de Cine, Teatro y Afines",1,Hombre,2,25 to 34 years,20201,2020-Q1,6
1721,"Coordinadores y Jefes de Área en Actividades Artísticas, de Cine, Teatro y Afines",1,Hombre,2,25 to 34 years,20203,2020-Q3,1
1721,"Coordinadores y Jefes de Área en Actividades Artísticas, de Cine, Teatro y Afines",1,Hombre,2,25 to 34 years,20204,2020-Q4,6
1721,"Coordinadores y Jefes de Área en Actividades Artísticas, de Cine, Teatro y Afines",1,Hombre,3,35 to 44 years,20191,2019-Q1,5
1721,"Coordinadores y Jefes de Área en Actividades Artísticas, de Cine, Teatro y Afines",1,Hombre,3,35 to 44 years,20192,2019-Q2,4
1721,"Coordinadores y Jefes de Área en Actividades Artísticas, de Cine, Teatro y Afines",1,Hombre,3,35 to 44 years,20193,2019-Q3,5
1721,"Coordinadores y Jefes de Área en Actividades Artísticas, de Cine, Teatro y Afines",1,Hombre,3,35 to 44 years,20194,2019-Q4,4
1721,"Coordinadores y Jefes de Área en Actividades Artísticas, de Cine, Teatro y Afines",1,Hombre,3,35 to 44 years,20201,2020-Q1,3
1721,"Coordinadores y Jefes de Área en Actividades Artísticas, de Cine, Teatro y Afines",1,Hombre,3,35 to 44 years,20203,2020-Q3,2
1721,"Coordinadores y Jefes de Área en Actividades Artísticas, de Cine, Teatro y Afines",1,Hombre,3,35 to 44 years,20204,2020-Q4,2
1721,"Coordinadores y Jefes de Área en Actividades Artísticas, de Cine, Teatro y Afines",1,Hombre,4,45 to 54 years,20191,2019-Q1,5
1721,"Coordinadores y Jefes de Área en Actividades Artísticas, de Cine, Teatro y Afines",1,Hombre,4,45 to 54 years,20192,2019-Q2,2
1721,"Coordinadores y Jefes de Área en Actividades Artísticas, de Cine, Teatro y Afines",1,Hombre,4,45 to 54 years,20193,2019-Q3,3
1721,"Coordinadores y Jefes de Área en Actividades Artísticas, de Cine, Teatro y Afines",1,Hombre,4,45 to 54 years,20194,2019-Q4,2
1721,"Coordinadores y Jefes de Área en Actividades Artísticas, de Cine, Teatro y Afines",1,Hombre,4,45 to 54 years,20201,2020-Q1,1
1721,"Coordinadores y Jefes de Área en Actividades Artísticas, de Cine, Teatro y Afines",2,Mujer,1,15 to 24 years,20193,2019-Q3,1
1721,"Coordinadores y Jefes de Área en Actividades Artísticas, de Cine, Teatro y Afines",2,Mujer,1,15 to 24 years,20194,2019-Q4,1
1721,"Coordinadores y Jefes de Área en Actividades Artísticas, de Cine, Teatro y Afines",2,Mujer,1,15 to 24 years,20201,2020-Q1,1
1721,"Coordinadores y Jefes de Área en Actividades Artísticas, de Cine, Teatro y Afines",2,Mujer,1,15 to 24 years,20204,2020-Q4,1
1721,"Coordinadores y Jefes de Área en Actividades Artísticas, de Cine, Teatro y Afines",2,Mujer,2,25 to 34 years,20192,2019-Q2,2
1721,"Coordinadores y Jefes de Área en Actividades Artísticas, de Cine, Teatro y Afines",2,Mujer,2,25 to 34 years,20193,2019-Q3,1
1721,"Coordinadores y Jefes de Área en Actividades Artísticas, de Cine, Teatro y Afines",2,Mujer,2,25 to 34 years,20194,2019-Q4,2
1721,"Coordinadores y Jefes de Área en Actividades Artísticas, de Cine, Teatro y Afines",2,Mujer,2,25 to 34 years,20201,2020-Q1,3
1721,"Coordinadores y Jefes de Área en Actividades Artísticas, de Cine, Teatro y Afines",2,Mujer,2,25 to 34 years,20204,2020-Q4,1
1721,"Coordinadores y Jefes de Área en Actividades Artísticas, de Cine, Teatro y Afines",2,Mujer,3,35 to 44 years,20191,2019-Q1,1
1721,"Coordinadores y Jefes de Área en Actividades Artísticas, de Cine, Teatro y Afines",2,Mujer,3,35 to 44 years,20192,2019-Q2,1
1721,"Coordinadores y Jefes de Área en Actividades Artísticas, de Cine, Teatro y Afines",2,Mujer,3,35 to 44 years,20193,2019-Q3,1
1721,"Coordinadores y Jefes de Área en Actividades Artísticas, de Cine, Teatro y Afines",2,Mujer,3,35 to 44 years,20194,2019-Q4,1
1721,"Coordinadores y Jefes de Área en Actividades Artísticas, de Cine, Teatro y Afines",2,Mujer,3,35 to 44 years,20201,2020-Q1,1
1721,"Coordinadores y Jefes de Área en Actividades Artísticas, de Cine, Teatro y Afines",2,Mujer,3,35 to 44 years,20204,2020-Q4,2
1721,"Coordinadores y Jefes de Área en Actividades Artísticas, de Cine, Teatro y Afines",2,Mujer,4,45 to 54 years,20191,2019-Q1,1
1721,"Coordinadores y Jefes de Área en Actividades Artísticas, de Cine, Teatro y Afines",2,Mujer,4,45 to 54 years,20194,2019-Q4,1
1721,"Coordinadores y Jefes de Área en Actividades Artísticas, de Cine, Teatro y Afines",2,Mujer,4,45 to 54 years,20201,2020-Q1,1
1722,"Coordinadores y Jefes de Área en Museos, Cines, Deportivos y Servicios Culturales",1,Hombre,1,15 to 24 years,20191,2019-Q1,9
1722,"Coordinadores y Jefes de Área en Museos, Cines, Deportivos y Servicios Culturales",1,Hombre,1,15 to 24 years,20192,2019-Q2,5
1722,"Coordinadores y Jefes de Área en Museos, Cines, Deportivos y Servicios Culturales",1,Hombre,1,15 to 24 years,20193,2019-Q3,8
1722,"Coordinadores y Jefes de Área en Museos, Cines, Deportivos y Servicios Culturales",1,Hombre,1,15 to 24 years,20194,2019-Q4,3
1722,"Coordinadores y Jefes de Área en Museos, Cines, Deportivos y Servicios Culturales",1,Hombre,1,15 to 24 years,20201,2020-Q1,6
1722,"Coordinadores y Jefes de Área en Museos, Cines, Deportivos y Servicios Culturales",1,Hombre,1,15 to 24 years,20203,2020-Q3,2
1722,"Coordinadores y Jefes de Área en Museos, Cines, Deportivos y Servicios Culturales",1,Hombre,1,15 to 24 years,20204,2020-Q4,3
1722,"Coordinadores y Jefes de Área en Museos, Cines, Deportivos y Servicios Culturales",1,Hombre,2,25 to 34 years,20191,2019-Q1,16
1722,"Coordinadores y Jefes de Área en Museos, Cines, Deportivos y Servicios Culturales",1,Hombre,2,25 to 34 years,20192,2019-Q2,12
1722,"Coordinadores y Jefes de Área en Museos, Cines, Deportivos y Servicios Culturales",1,Hombre,2,25 to 34 years,20193,2019-Q3,6
1722,"Coordinadores y Jefes de Área en Museos, Cines, Deportivos y Servicios Culturales",1,Hombre,2,25 to 34 years,20194,2019-Q4,7
1722,"Coordinadores y Jefes de Área en Museos, Cines, Deportivos y Servicios Culturales",1,Hombre,2,25 to 34 years,20201,2020-Q1,9
1722,"Coordinadores y Jefes de Área en Museos, Cines, Deportivos y Servicios Culturales",1,Hombre,2,25 to 34 years,20203,2020-Q3,13
1722,"Coordinadores y Jefes de Área en Museos, Cines, Deportivos y Servicios Culturales",1,Hombre,2,25 to 34 years,20204,2020-Q4,13
1722,"Coordinadores y Jefes de Área en Museos, Cines, Deportivos y Servicios Culturales",1,Hombre,3,35 to 44 years,20191,2019-Q1,9
1722,"Coordinadores y Jefes de Área en Museos, Cines, Deportivos y Servicios Culturales",1,Hombre,3,35 to 44 years,20192,2019-Q2,14
1722,"Coordinadores y Jefes de Área en Museos, Cines, Deportivos y Servicios Culturales",1,Hombre,3,35 to 44 years,20193,2019-Q3,10
1722,"Coordinadores y Jefes de Área en Museos, Cines, Deportivos y Servicios Culturales",1,Hombre,3,35 to 44 years,20194,2019-Q4,13
1722,"Coordinadores y Jefes de Área en Museos, Cines, Deportivos y Servicios Culturales",1,Hombre,3,35 to 44 years,20201,2020-Q1,15
1722,"Coordinadores y Jefes de Área en Museos, Cines, Deportivos y Servicios Culturales",1,Hombre,3,35 to 44 years,20203,2020-Q3,10
1722,"Coordinadores y Jefes de Área en Museos, Cines, Deportivos y Servicios Culturales",1,Hombre,3,35 to 44 years,20204,2020-Q4,9
1722,"Coordinadores y Jefes de Área en Museos, Cines, Deportivos y Servicios Culturales",1,Hombre,4,45 to 54 years,20191,2019-Q1,12
1722,"Coordinadores y Jefes de Área en Museos, Cines, Deportivos y Servicios Culturales",1,Hombre,4,45 to 54 years,20192,2019-Q2,12
1722,"Coordinadores y Jefes de Área en Museos, Cines, Deportivos y Servicios Culturales",1,Hombre,4,45 to 54 years,20193,2019-Q3,8
1722,"Coordinadores y Jefes de Área en Museos, Cines, Deportivos y Servicios Culturales",1,Hombre,4,45 to 54 years,20194,2019-Q4,11
1722,"Coordinadores y Jefes de Área en Museos, Cines, Deportivos y Servicios Culturales",1,Hombre,4,45 to 54 years,20201,2020-Q1,16
1722,"Coordinadores y Jefes de Área en Museos, Cines, Deportivos y Servicios Culturales",1,Hombre,4,45 to 54 years,20203,2020-Q3,5
1722,"Coordinadores y Jefes de Área en Museos, Cines, Deportivos y Servicios Culturales",1,Hombre,4,45 to 54 years,20204,2020-Q4,10
1722,"Coordinadores y Jefes de Área en Museos, Cines, Deportivos y Servicios Culturales",2,Mujer,1,15 to 24 years,20191,2019-Q1,3
1722,"Coordinadores y Jefes de Área en Museos, Cines, Deportivos y Servicios Culturales",2,Mujer,1,15 to 24 years,20192,2019-Q2,4
1722,"Coordinadores y Jefes de Área en Museos, Cines, Deportivos y Servicios Culturales",2,Mujer,1,15 to 24 years,20193,2019-Q3,3
1722,"Coordinadores y Jefes de Área en Museos, Cines, Deportivos y Servicios Culturales",2,Mujer,1,15 to 24 years,20194,2019-Q4,4
1722,"Coordinadores y Jefes de Área en Museos, Cines, Deportivos y Servicios Culturales",2,Mujer,1,15 to 24 years,20201,2020-Q1,3
1722,"Coordinadores y Jefes de Área en Museos, Cines, Deportivos y Servicios Culturales",2,Mujer,1,15 to 24 years,20203,2020-Q3,1
1722,"Coordinadores y Jefes de Área en Museos, Cines, Deportivos y Servicios Culturales",2,Mujer,1,15 to 24 years,20204,2020-Q4,1
1722,"Coordinadores y Jefes de Área en Museos, Cines, Deportivos y Servicios Culturales",2,Mujer,2,25 to 34 years,20191,2019-Q1,7
1722,"Coordinadores y Jefes de Área en Museos, Cines, Deportivos y Servicios Culturales",2,Mujer,2,25 to 34 years,20192,2019-Q2,9
1722,"Coordinadores y Jefes de Área en Museos, Cines, Deportivos y Servicios Culturales",2,Mujer,2,25 to 34 years,20193,2019-Q3,8
1722,"Coordinadores y Jefes de Área en Museos, Cines, Deportivos y Servicios Culturales",2,Mujer,2,25 to 34 years,20194,2019-Q4,16
1722,"Coordinadores y Jefes de Área en Museos, Cines, Deportivos y Servicios Culturales",2,Mujer,2,25 to 34 years,20201,2020-Q1,9
1722,"Coordinadores y Jefes de Área en Museos, Cines, Deportivos y Servicios Culturales",2,Mujer,2,25 to 34 years,20203,2020-Q3,2
1722,"Coordinadores y Jefes de Área en Museos, Cines, Deportivos y Servicios Culturales",2,Mujer,2,25 to 34 years,20204,2020-Q4,4
1722,"Coordinadores y Jefes de Área en Museos, Cines, Deportivos y Servicios Culturales",2,Mujer,3,35 to 44 years,20191,2019-Q1,9
1722,"Coordinadores y Jefes de Área en Museos, Cines, Deportivos y Servicios Culturales",2,Mujer,3,35 to 44 years,20192,2019-Q2,14
1722,"Coordinadores y Jefes de Área en Museos, Cines, Deportivos y Servicios Culturales",2,Mujer,3,35 to 44 years,20193,2019-Q3,8
1722,"Coordinadores y Jefes de Área en Museos, Cines, Deportivos y Servicios Culturales",2,Mujer,3,35 to 44 years,20194,2019-Q4,9
1722,"Coordinadores y Jefes de Área en Museos, Cines, Deportivos y Servicios Culturales",2,Mujer,3,35 to 44 years,20201,2020-Q1,5
1722,"Coordinadores y Jefes de Área en Museos, Cines, Deportivos y Servicios Culturales",2,Mujer,3,35 to 44 years,20203,2020-Q3,10
1722,"Coordinadores y Jefes de Área en Museos, Cines, Deportivos y Servicios Culturales",2,Mujer,3,35 to 44 years,20204,2020-Q4,7
1722,"Coordinadores y Jefes de Área en Museos, Cines, Deportivos y Servicios Culturales",2,Mujer,4,45 to 54 years,20191,2019-Q1,11
1722,"Coordinadores y Jefes de Área en Museos, Cines, Deportivos y Servicios Culturales",2,Mujer,4,45 to 54 years,20192,2019-Q2,6
1722,"Coordinadores y Jefes de Área en Museos, Cines, Deportivos y Servicios Culturales",2,Mujer,4,45 to 54 years,20193,2019-Q3,7
1722,"Coordinadores y Jefes de Área en Museos, Cines, Deportivos y Servicios Culturales",2,Mujer,4,45 to 54 years,20194,2019-Q4,8
1722,"Coordinadores y Jefes de Área en Museos, Cines, Deportivos y Servicios Culturales",2,Mujer,4,45 to 54 years,20201,2020-Q1,8
1722,"Coordinadores y Jefes de Área en Museos, Cines, Deportivos y Servicios Culturales",2,Mujer,4,45 to 54 years,20203,2020-Q3,6
1722,"Coordinadores y Jefes de Área en Museos, Cines, Deportivos y Servicios Culturales",2,Mujer,4,45 to 54 years,20204,2020-Q4,3
1723,Coordinadores y Jefes de Área en Servicios Funerarios y otros Servicios,1,Hombre,1,15 to 24 years,20192,2019-Q2,1
1723,Coordinadores y Jefes de Área en Servicios Funerarios y otros Servicios,1,Hombre,1,15 to 24 years,20194,2019-Q4,2
1723,Coordinadores y Jefes de Área en Servicios Funerarios y otros Servicios,1,Hombre,1,15 to 24 years,20201,2020-Q1,2
1723,Coordinadores y Jefes de Área en Servicios Funerarios y otros Servicios,1,Hombre,2,25 to 34 years,20191,2019-Q1,4
1723,Coordinadores y Jefes de Área en Servicios Funerarios y otros Servicios,1,Hombre,2,25 to 34 years,20192,2019-Q2,3
1723,Coordinadores y Jefes de Área en Servicios Funerarios y otros Servicios,1,Hombre,2,25 to 34 years,20193,2019-Q3,5
1723,Coordinadores y Jefes de Área en Servicios Funerarios y otros Servicios,1,Hombre,2,25 to 34 years,20194,2019-Q4,6
1723,Coordinadores y Jefes de Área en Servicios Funerarios y otros Servicios,1,Hombre,2,25 to 34 years,20201,2020-Q1,7
1723,Coordinadores y Jefes de Área en Servicios Funerarios y otros Servicios,1,Hombre,2,25 to 34 years,20203,2020-Q3,4
1723,Coordinadores y Jefes de Área en Servicios Funerarios y otros Servicios,1,Hombre,2,25 to 34 years,20204,2020-Q4,4
1723,Coordinadores y Jefes de Área en Servicios Funerarios y otros Servicios,1,Hombre,3,35 to 44 years,20191,2019-Q1,3
1723,Coordinadores y Jefes de Área en Servicios Funerarios y otros Servicios,1,Hombre,3,35 to 44 years,20192,2019-Q2,3
1723,Coordinadores y Jefes de Área en Servicios Funerarios y otros Servicios,1,Hombre,3,35 to 44 years,20193,2019-Q3,7
1723,Coordinadores y Jefes de Área en Servicios Funerarios y otros Servicios,1,Hombre,3,35 to 44 years,20194,2019-Q4,9
1723,Coordinadores y Jefes de Área en Servicios Funerarios y otros Servicios,1,Hombre,3,35 to 44 years,20201,2020-Q1,8
1723,Coordinadores y Jefes de Área en Servicios Funerarios y otros Servicios,1,Hombre,3,35 to 44 years,20203,2020-Q3,5
1723,Coordinadores y Jefes de Área en Servicios Funerarios y otros Servicios,1,Hombre,3,35 to 44 years,20204,2020-Q4,4
1723,Coordinadores y Jefes de Área en Servicios Funerarios y otros Servicios,1,Hombre,4,45 to 54 years,20191,2019-Q1,5
1723,Coordinadores y Jefes de Área en Servicios Funerarios y otros Servicios,1,Hombre,4,45 to 54 years,20192,2019-Q2,4
1723,Coordinadores y Jefes de Área en Servicios Funerarios y otros Servicios,1,Hombre,4,45 to 54 years,20193,2019-Q3,8
1723,Coordinadores y Jefes de Área en Servicios Funerarios y otros Servicios,1,Hombre,4,45 to 54 years,20194,2019-Q4,9
1723,Coordinadores y Jefes de Área en Servicios Funerarios y otros Servicios,1,Hombre,4,45 to 54 years,20201,2020-Q1,10
1723,Coordinadores y Jefes de Área en Servicios Funerarios y otros Servicios,1,Hombre,4,45 to 54 years,20203,2020-Q3,3
1723,Coordinadores y Jefes de Área en Servicios Funerarios y otros Servicios,1,Hombre,4,45 to 54 years,20204,2020-Q4,9
1723,Coordinadores y Jefes de Área en Servicios Funerarios y otros Servicios,2,Mujer,1,15 to 24 years,20191,2019-Q1,1
1723,Coordinadores y Jefes de Área en Servicios Funerarios y otros Servicios,2,Mujer,1,15 to 24 years,20192,2019-Q2,1
1723,Coordinadores y Jefes de Área en Servicios Funerarios y otros Servicios,2,Mujer,1,15 to 24 years,20194,2019-Q4,2
1723,Coordinadores y Jefes de Área en Servicios Funerarios y otros Servicios,2,Mujer,1,15 to 24 years,20201,2020-Q1,3
1723,Coordinadores y Jefes de Área en Servicios Funerarios y otros Servicios,2,Mujer,2,25 to 34 years,20192,2019-Q2,1
1723,Coordinadores y Jefes de Área en Servicios Funerarios y otros Servicios,2,Mujer,2,25 to 34 years,20193,2019-Q3,2
1723,Coordinadores y Jefes de Área en Servicios Funerarios y otros Servicios,2,Mujer,2,25 to 34 years,20194,2019-Q4,5
1723,Coordinadores y Jefes de Área en Servicios Funerarios y otros Servicios,2,Mujer,2,25 to 34 years,20201,2020-Q1,3
1723,Coordinadores y Jefes de Área en Servicios Funerarios y otros Servicios,2,Mujer,2,25 to 34 years,20203,2020-Q3,1
1723,Coordinadores y Jefes de Área en Servicios Funerarios y otros Servicios,2,Mujer,2,25 to 34 years,20204,2020-Q4,4
1723,Coordinadores y Jefes de Área en Servicios Funerarios y otros Servicios,2,Mujer,3,35 to 44 years,20191,2019-Q1,6
1723,Coordinadores y Jefes de Área en Servicios Funerarios y otros Servicios,2,Mujer,3,35 to 44 years,20192,2019-Q2,4
1723,Coordinadores y Jefes de Área en Servicios Funerarios y otros Servicios,2,Mujer,3,35 to 44 years,20193,2019-Q3,3
1723,Coordinadores y Jefes de Área en Servicios Funerarios y otros Servicios,2,Mujer,3,35 to 44 years,20194,2019-Q4,6
1723,Coordinadores y Jefes de Área en Servicios Funerarios y otros Servicios,2,Mujer,3,35 to 44 years,20201,2020-Q1,7
1723,Coordinadores y Jefes de Área en Servicios Funerarios y otros Servicios,2,Mujer,3,35 to 44 years,20203,2020-Q3,3
1723,Coordinadores y Jefes de Área en Servicios Funerarios y otros Servicios,2,Mujer,3,35 to 44 years,20204,2020-Q4,2
1723,Coordinadores y Jefes de Área en Servicios Funerarios y otros Servicios,2,Mujer,4,45 to 54 years,20191,2019-Q1,10
1723,Coordinadores y Jefes de Área en Servicios Funerarios y otros Servicios,2,Mujer,4,45 to 54 years,20192,2019-Q2,3
1723,Coordinadores y Jefes de Área en Servicios Funerarios y otros Servicios,2,Mujer,4,45 to 54 years,20193,2019-Q3,1
1723,Coordinadores y Jefes de Área en Servicios Funerarios y otros Servicios,2,Mujer,4,45 to 54 years,20194,2019-Q4,7
1723,Coordinadores y Jefes de Área en Servicios Funerarios y otros Servicios,2,Mujer,4,45 to 54 years,20201,2020-Q1,4
1999,"Otros Directores, Funcionarios, Gerentes, Coordinadores y Jefes de Área, no Clasificados Anteriormente",1,Hombre,1,15 to 24 years,20191,2019-Q1,1
1999,"Otros Directores, Funcionarios, Gerentes, Coordinadores y Jefes de Área, no Clasificados Anteriormente",1,Hombre,2,25 to 34 years,20191,2019-Q1,2
1999,"Otros Directores, Funcionarios, Gerentes, Coordinadores y Jefes de Área, no Clasificados Anteriormente",1,Hombre,2,25 to 34 years,20193,2019-Q3,1
1999,"Otros Directores, Funcionarios, Gerentes, Coordinadores y Jefes de Área, no Clasificados Anteriormente",1,Hombre,2,25 to 34 years,20201,2020-Q1,1
1999,"Otros Directores, Funcionarios, Gerentes, Coordinadores y Jefes de Área, no Clasificados Anteriormente",1,Hombre,2,25 to 34 years,20203,2020-Q3,1
1999,"Otros Directores, Funcionarios, Gerentes, Coordinadores y Jefes de Área, no Clasificados Anteriormente",1,Hombre,2,25 to 34 years,20204,2020-Q4,4
1999,"Otros Directores, Funcionarios, Gerentes, Coordinadores y Jefes de Área, no Clasificados Anteriormente",1,Hombre,3,35 to 44 years,20191,2019-Q1,2
1999,"Otros Directores, Funcionarios, Gerentes, Coordinadores y Jefes de Área, no Clasificados Anteriormente",1,Hombre,3,35 to 44 years,20192,2019-Q2,4
1999,"Otros Directores, Funcionarios, Gerentes, Coordinadores y Jefes de Área, no Clasificados Anteriormente",1,Hombre,3,35 to 44 years,20194,2019-Q4,4
1999,"Otros Directores, Funcionarios, Gerentes, Coordinadores y Jefes de Área, no Clasificados Anteriormente",1,Hombre,3,35 to 44 years,20201,2020-Q1,4
1999,"Otros Directores, Funcionarios, Gerentes, Coordinadores y Jefes de Área, no Clasificados Anteriormente",1,Hombre,3,35 to 44 years,20204,2020-Q4,3
1999,"Otros Directores, Funcionarios, Gerentes, Coordinadores y Jefes de Área, no Clasificados Anteriormente",1,Hombre,4,45 to 54 years,20192,2019-Q2,1
1999,"Otros Directores, Funcionarios, Gerentes, Coordinadores y Jefes de Área, no Clasificados Anteriormente",1,Hombre,4,45 to 54 years,20201,2020-Q1,2
1999,"Otros Directores, Funcionarios, Gerentes, Coordinadores y Jefes de Área, no Clasificados Anteriormente",1,Hombre,4,45 to 54 years,20203,2020-Q3,3
1999,"Otros Directores, Funcionarios, Gerentes, Coordinadores y Jefes de Área, no Clasificados Anteriormente",1,Hombre,4,45 to 54 years,20204,2020-Q4,3
1999,"Otros Directores, Funcionarios, Gerentes, Coordinadores y Jefes de Área, no Clasificados Anteriormente",2,Mujer,2,25 to 34 years,20192,2019-Q2,1
1999,"Otros Directores, Funcionarios, Gerentes, Coordinadores y Jefes de Área, no Clasificados Anteriormente",2,Mujer,2,25 to 34 years,20204,2020-Q4,2
1999,"Otros Directores, Funcionarios, Gerentes, Coordinadores y Jefes de Área, no Clasificados Anteriormente",2,Mujer,3,35 to 44 years,20191,2019-Q1,1
1999,"Otros Directores, Funcionarios, Gerentes, Coordinadores y Jefes de Área, no Clasificados Anteriormente",2,Mujer,3,35 to 44 years,20193,2019-Q3,1
1999,"Otros Directores, Funcionarios, Gerentes, Coordinadores y Jefes de Área, no Clasificados Anteriormente",2,Mujer,3,35 to 44 years,20201,2020-Q1,1
1999,"Otros Directores, Funcionarios, Gerentes, Coordinadores y Jefes de Área, no Clasificados Anteriormente",2,Mujer,3,35 to 44 years,20204,2020-Q4,2
1999,"Otros Directores, Funcionarios, Gerentes, Coordinadores y Jefes de Área, no Clasificados Anteriormente",2,Mujer,4,45 to 54 years,20193,2019-Q3,2
1999,"Otros Directores, Funcionarios, Gerentes, Coordinadores y Jefes de Área, no Clasificados Anteriormente",2,Mujer,4,45 to 54 years,20194,2019-Q4,1
1999,"Otros Directores, Funcionarios, Gerentes, Coordinadores y Jefes de Área, no Clasificados Anteriormente",2,Mujer,4,45 to 54 years,20203,2020-Q3,1
1999,"Otros Directores, Funcionarios, Gerentes, Coordinadores y Jefes de Área, no Clasificados Anteriormente",2,Mujer,4,45 to 54 years,20204,2020-Q4,1
2111,Administradores y Especialistas en Recursos Humanos y Sistemas de Gestión,1,Hombre,1,15 to 24 years,20191,2019-Q1,8
2111,Administradores y Especialistas en Recursos Humanos y Sistemas de Gestión,1,Hombre,1,15 to 24 years,20192,2019-Q2,8
2111,Administradores y Especialistas en Recursos Humanos y Sistemas de Gestión,1,Hombre,1,15 to 24 years,20193,2019-Q3,7
2111,Administradores y Especialistas en Recursos Humanos y Sistemas de Gestión,1,Hombre,1,15 to 24 years,20194,2019-Q4,5
2111,Administradores y Especialistas en Recursos Humanos y Sistemas de Gestión,1,Hombre,1,15 to 24 years,20201,2020-Q1,5
2111,Administradores y Especialistas en Recursos Humanos y Sistemas de Gestión,1,Hombre,1,15 to 24 years,20203,2020-Q3,6
2111,Administradores y Especialistas en Recursos Humanos y Sistemas de Gestión,1,Hombre,1,15 to 24 years,20204,2020-Q4,7
2111,Administradores y Especialistas en Recursos Humanos y Sistemas de Gestión,1,Hombre,2,25 to 34 years,20191,2019-Q1,43
2111,Administradores y Especialistas en Recursos Humanos y Sistemas de Gestión,1,Hombre,2,25 to 34 years,20192,2019-Q2,37
2111,Administradores y Especialistas en Recursos Humanos y Sistemas de Gestión,1,Hombre,2,25 to 34 years,20193,2019-Q3,47
2111,Administradores y Especialistas en Recursos Humanos y Sistemas de Gestión,1,Hombre,2,25 to 34 years,20194,2019-Q4,43
2111,Administradores y Especialistas en Recursos Humanos y Sistemas de Gestión,1,Hombre,2,25 to 34 years,20201,2020-Q1,33
2111,Administradores y Especialistas en Recursos Humanos y Sistemas de Gestión,1,Hombre,2,25 to 34 years,20203,2020-Q3,37
2111,Administradores y Especialistas en Recursos Humanos y Sistemas de Gestión,1,Hombre,2,25 to 34 years,20204,2020-Q4,50
2111,Administradores y Especialistas en Recursos Humanos y Sistemas de Gestión,1,Hombre,3,35 to 44 years,20191,2019-Q1,22
2111,Administradores y Especialistas en Recursos Humanos y Sistemas de Gestión,1,Hombre,3,35 to 44 years,20192,2019-Q2,33
2111,Administradores y Especialistas en Recursos Humanos y Sistemas de Gestión,1,Hombre,3,35 to 44 years,20193,2019-Q3,47
2111,Administradores y Especialistas en Recursos Humanos y Sistemas de Gestión,1,Hombre,3,35 to 44 years,20194,2019-Q4,36
